 Masse A  
t x y 
874.000 220.9 95.00
875.000 221.2 94.99
876.000 221.2 95.01
877.000 221.2 95.02
878.000 221.2 94.98
879.000 221.4 95.01
880.000 221.4 95.06
881.000 221.4 95.05
882.000 221.5 94.97
883.000 221.5 95.03
884.000 221.5 95.07
885.000 221.6 95.07
886.000 221.7 95.05
887.000 221.7 95.02
888.000 221.6 95.02
889.000 221.7 95.10
890.000 221.8 94.98
891.000 222.0 95.04
892.000 222.0 95.03
893.000 222.1 95.04
894.000 222.1 95.00
895.000 222.1 94.95
896.000 222.1 95.01
897.000 222.1 94.97
898.000 222.1 95.00
899.000 222.1 95.01
900.000 222.1 95.02
901.000 222.1 94.96
902.000 222.1 95.02
903.000 222.1 94.98
904.000 222.1 95.02
905.000 222.1 94.97
906.000 222.1 95.07
907.000 222.0 94.96
908.000 222.0 95.01
909.000 222.0 94.95
910.000 222.0 94.98
911.000 222.0 94.98
912.000 221.9 94.99
913.000 221.8 94.97
914.000 221.8 94.94
915.000 221.8 94.95
916.000 221.7 94.97
917.000 221.7 94.96
918.000 221.4 94.97
919.000 221.2 94.97
920.000 221.1 95.01
921.000 221.0 94.99
922.000 221.1 94.98
923.000 221.0 95.01
924.000 220.9 95.12
925.000 220.9 95.01
926.000 220.9 95.02
927.000 220.9 95.07
928.000 220.8 94.99
929.000 220.6 95.09
930.000 220.4 94.99
931.000 220.3 95.02
932.000 220.1 95.02
933.000 220.1 95.03
934.000 220.0 94.99
935.000 219.9 94.97
936.000 219.8 94.88
937.000 219.8 94.94
938.000 219.5 94.93
939.000 219.2 95.01
940.000 219.1 95.04
941.000 219.1 94.99
942.000 218.9 95.02
943.000 218.6 94.95
944.000 218.3 95.06
945.000 218.2 95.02
946.000 218.1 95.01
947.000 218.1 95.02
948.000 217.9 94.96
949.000 217.8 94.98
950.000 217.8 95.03
951.000 217.7 94.93
952.000 217.6 95.08
953.000 217.1 94.98
954.000 216.8 95.06
955.000 216.8 94.96
956.000 216.7 94.98
957.000 216.2 95.05
958.000 216.1 94.96
959.000 215.9 94.94
960.000 215.9 94.94
961.000 215.9 94.85
962.000 215.9 94.88
963.000 215.4 94.82
964.000 215.1 94.84
965.000 215.0 94.88
966.000 214.5 94.82
967.000 214.4 94.88
968.000 214.1 94.87
969.000 214.1 94.86
970.000 213.8 94.86
971.000 213.8 94.75
972.000 213.6 94.86
973.000 213.3 94.88
974.000 213.1 94.85
