 Masse A  
t x y 
938.000 -14.88 56.70
939.000 -14.85 56.75
940.000 -14.85 56.72
941.000 -14.77 56.83
942.000 -14.74 56.82
943.000 -14.74 56.84
944.000 -14.73 56.84
945.000 -14.65 56.89
946.000 -14.63 56.89
947.000 -14.63 56.84
948.000 -14.34 56.84
949.000 -14.41 56.85
950.000 -14.37 56.87
951.000 -14.34 56.87
952.000 -14.27 56.61
953.000 -13.95 56.68
954.000 -13.83 56.78
955.000 -13.78 56.74
956.000 -13.73 56.74
957.000 -13.69 56.76
958.000 -13.66 56.73
959.000 -13.61 56.74
960.000 -13.54 56.79
961.000 -13.49 56.80
962.000 -13.46 56.80
963.000 -13.39 56.86
964.000 -13.31 56.68
965.000 -12.91 56.71
966.000 -12.80 56.78
967.000 -12.73 56.78
968.000 -12.62 56.84
969.000 -12.55 56.81
970.000 -12.58 56.81
971.000 -12.53 56.82
972.000 -12.23 56.65
973.000 -12.06 56.69
974.000 -11.97 56.70
975.000 -11.81 56.78
976.000 -11.81 56.77
977.000 -11.81 56.77
978.000 -11.80 56.78
979.000 -11.75 56.74
980.000 -11.70 56.77
981.000 -11.71 56.76
982.000 -11.60 56.77
983.000 -11.53 56.74
984.000 -11.30 56.67
985.000 -10.93 56.69
986.000 -10.73 56.71
987.000 -10.58 56.71
988.000 -10.24 56.68
989.000 -10.06 56.68
990.000 -10.04 56.67
991.000 -9.955 56.68
992.000 -9.920 56.66
993.000 -9.862 56.71
994.000 -9.899 56.70
995.000 -9.853 56.69
996.000 -9.623 56.69
997.000 -9.652 56.70
998.000 -9.598 56.73
999.000 -9.582 56.73
1000.000 -9.488 56.76
1001.000 -9.443 56.82
1002.000 -9.400 56.80
1003.000 -9.298 56.75
1004.000 -8.895 56.82
1005.000 -8.783 56.79
1006.000 -8.710 56.84
1007.000 -8.672 56.80
1008.000 -8.460 56.81
1009.000 -8.505 56.80
1010.000 -8.476 56.77
1011.000 -8.433 56.77
1012.000 -8.331 56.75
1013.000 -8.212 56.53
1014.000 -7.977 56.61
1015.000 -7.888 56.67
1016.000 -7.845 56.66
1017.000 -7.772 56.71
1018.000 -7.747 56.71
1019.000 -7.688 56.74
1020.000 -7.482 56.77
1021.000 -7.510 56.82
1022.000 -7.385 56.78
1023.000 -7.360 56.82
1024.000 -7.264 56.71
1025.000 -6.618 56.79
1026.000 -6.622 56.77
1027.000 -6.585 56.73
1028.000 -6.470 56.79
1029.000 -6.366 56.82
1030.000 -6.334 56.76
1031.000 -6.277 56.67
1032.000 -6.013 56.75
1033.000 -5.935 56.74
1034.000 -5.908 56.77
1035.000 -5.891 56.77
1036.000 -5.848 56.78
1037.000 -5.846 56.77
1038.000 -5.815 56.79
1039.000 -5.753 56.81
1040.000 -5.707 56.84
1041.000 -5.594 56.90
1042.000 -5.597 56.85
1043.000 -5.512 56.91
1044.000 -5.403 57.00
1045.000 -5.409 56.98
1046.000 -5.402 57.00
1047.000 -5.349 57.03
1048.000 -5.323 57.05
1049.000 -5.271 56.79
1050.000 -4.848 56.83
1051.000 -4.720 56.85
1052.000 -4.736 56.86
1053.000 -4.694 56.86
1054.000 -4.636 56.84
1055.000 -4.644 56.80
